FECHA; TIPO DIA; DOCEAVO; NVEHICULOS; OCUPACION; MUESTRAS
2021-12-08 00:00:00.000;F;163;30,05965;8,761403;285
2021-12-07 00:00:00.000;L;171;39,86121;12,03915;281
2021-12-06 00:00:00.000;F;165;26,70175;6,659649;285
2021-12-05 00:00:00.000;F;164;29,64912;7,947369;285
2021-12-04 00:00:00.000;S;161;39,33333;12,55088;285
2021-12-03 00:00:00.000;L;171;47,19014;18,06338;284
2021-12-02 00:00:00.000;L;94;46,63121;13,20922;282
2021-12-01 00:00:00.000;L;173;47,52482;14,51773;282
2021-11-30 00:00:00.000;L;96;46,30986;13,75352;284
2021-11-29 00:00:00.000;L;95;46,81362;13,72401;279
2021-11-28 00:00:00.000;F;155;32,07169;9,268817;279
2021-11-27 00:00:00.000;S;166;37,58781;9,74552;279
2021-11-26 00:00:00.000;L;173;48,44444;20,14337;279
2021-11-25 00:00:00.000;L;173;47,3617;14,92553;282
2021-11-24 00:00:00.000;L;95;47,50355;14,39716;282
2021-11-23 00:00:00.000;L;95;46,20922;14,2766;282
2021-11-22 00:00:00.000;L;94;46,66667;13,15603;282
2021-11-21 00:00:00.000;F;165;25,07117;5,779359;281
2021-11-20 00:00:00.000;S;171;34,6773;9,124113;282
2021-11-19 00:00:00.000;L;173;48,84397;18,19149;282
2021-11-18 00:00:00.000;L;176;45,26596;13,40425;282
2021-11-17 00:00:00.000;L;173;47,09474;15,09123;285
2021-11-16 00:00:00.000;L;174;46,19298;14,5193;285
2021-11-15 00:00:00.000;L;171;46,26667;13,00702;285
2021-11-14 00:00:00.000;F;233;34,35211;9,570422;284
2021-11-13 00:00:00.000;S;171;36,07018;9,71579;285
2021-11-12 00:00:00.000;L;174;47,42105;18,66667;285
2021-11-11 00:00:00.000;L;173;47,46975;16,09964;281
2021-11-10 00:00:00.000;L;173;46,74386;14,70175;285
2021-11-09 00:00:00.000;L;173;47,07292;14,37153;288
2021-11-08 00:00:00.000;L;95;46,04861;14,73264;288
2021-11-07 00:00:00.000;F;233;31,84828;8,203448;290
2021-11-06 00:00:00.000;S;166;36,71379;11,15862;290
2021-11-05 00:00:00.000;L;176;50,10345;18,91724;290
2021-11-04 00:00:00.000;L;94;46,48958;14,33681;288
2021-11-03 00:00:00.000;L;95;47,07857;15,52857;280
2021-11-02 00:00:00.000;L;95;47,48921;15,14748;278
2021-11-01 00:00:00.000;F;162;28,7446;8,251799;278
2021-10-31 00:00:00.000;F;164;24,46403;5,895683;278
2021-10-30 00:00:00.000;S;164;33,74475;9,807693;286
2021-10-29 00:00:00.000;L;96;47,45804;13,57692;286
2021-10-28 00:00:00.000;L;95;47,33688;15,21277;282
2021-10-27 00:00:00.000;L;95;48,86331;14,51439;278
2021-10-26 00:00:00.000;L;95;46,69858;14,53901;282
2021-10-25 00:00:00.000;L;96;47;14,8386;285
2021-10-24 00:00:00.000;F;248;32,75175;8,461538;286
2021-10-23 00:00:00.000;S;170;34,12238;8,472028;286
2021-10-22 00:00:00.000;L;171;48,26574;18,17133;286
2021-10-21 00:00:00.000;L;96;47,28421;14,18596;285
2021-10-20 00:00:00.000;L;96;48,40909;14,41608;286
2021-10-19 00:00:00.000;L;96;48,37895;13,95789;285
2021-10-18 00:00:00.000;L;96;47,61754;14,12632;285
2021-10-17 00:00:00.000;F;242;28,65357;6,735714;280
2021-10-16 00:00:00.000;S;170;34,15385;9,038462;286
2021-10-15 00:00:00.000;L;171;49,0035;16,64336;286
2021-10-14 00:00:00.000;L;95;47,51748;14,41259;286
2021-10-13 00:00:00.000;L;95;47,73077;15,45105;286
2021-10-12 00:00:00.000;F;245;30,15734;7,059441;286
2021-10-11 00:00:00.000;L;171;43,01748;12,20629;286
2021-10-10 00:00:00.000;F;246;28,28975;6,180212;283
2021-10-09 00:00:00.000;S;170;34,31469;8,444056;286
2021-10-08 00:00:00.000;L;171;47,50699;17,75874;286
2021-10-07 00:00:00.000;L;95;48,29749;14,95341;279
2021-10-06 00:00:00.000;L;94;47,48421;13,5193;285
2021-10-05 00:00:00.000;L;95;47,39711;14,45848;277
2021-10-04 00:00:00.000;L;95;47,27174;14,6413;276
2021-10-03 00:00:00.000;F;163;27,38628;6,855596;277
2021-10-02 00:00:00.000;S;172;34,65704;9,469314;277
2021-10-01 00:00:00.000;L;173;47,44765;18,81588;277
2021-09-30 00:00:00.000;L;96;46,50922;13,97786;271
2021-09-29 00:00:00.000;L;176;46,78277;15,13483;267
2021-09-28 00:00:00.000;L;96;46,82463;15,21269;268
2021-09-27 00:00:00.000;L;96;46,12868;13,93015;272
2021-09-26 00:00:00.000;F;245;29,79779;7,698529;272
2021-09-25 00:00:00.000;S;250;34,48529;10,38235;272
2021-09-24 00:00:00.000;L;176;44,95572;19,64576;271
2021-09-23 00:00:00.000;L;95;44,10088;13,88597;228
2021-09-22 00:00:00.000;L;96;45,54148;13,79476;229
2021-09-21 00:00:00.000;L;93;45,99548;12,61991;221
2021-09-20 00:00:00.000;L;171;45,61991;13,53394;221
2021-09-19 00:00:00.000;F;251;33,59276;9,257918;221
2021-09-18 00:00:00.000;S;171;31,58182;7,440909;220
2021-09-17 00:00:00.000;L;173;46,77273;16,95455;220
2021-09-16 00:00:00.000;L;171;44,69091;13,56364;220
2021-09-15 00:00:00.000;L;173;42,57587;17,42412;257
2021-09-14 00:00:00.000;L;171;43,04781;13,4263;251
2021-09-13 00:00:00.000;L;171;43,26033;13,45868;242
2021-09-12 00:00:00.000;F;248;24,99177;5,773663;243
2021-09-11 00:00:00.000;S;165;27,87805;6,353659;246
2021-09-10 00:00:00.000;L;173;44,47581;15,75403;248
2021-09-09 00:00:00.000;L;171;41,83333;14,58527;258
2021-09-08 00:00:00.000;L;171;41,83657;14,55253;257
2021-09-07 00:00:00.000;L;171;41,8;11,02353;255
2021-09-06 00:00:00.000;L;173;41,90196;13,19608;255
2021-09-05 00:00:00.000;F;248;23,58566;5,557769;251
2021-09-04 00:00:00.000;S;146;25,23922;5,956863;255
2021-09-03 00:00:00.000;L;171;41,56078;12,40784;255
2021-09-02 00:00:00.000;L;171;40,46667;11,07451;255
2021-09-01 00:00:00.000;L;173;42,16475;13,29885;261
2021-08-31 00:00:00.000;L;171;38,55172;9,904215;261
2021-08-30 00:00:00.000;L;183;39,22692;9,876923;260
2021-08-29 00:00:00.000;F;249;20,95402;6,48659;261
2021-08-28 00:00:00.000;S;151;22,75097;5,424125;257
2021-08-27 00:00:00.000;L;171;37,00741;10,35556;270
2021-08-26 00:00:00.000;L;171;34,70111;8,597786;271
2021-08-25 00:00:00.000;L;183;35,76384;8,154982;271
2021-08-24 00:00:00.000;L;171;34,89888;8,558052;267
2021-08-23 00:00:00.000;L;171;35,57196;8,428044;271
2021-08-22 00:00:00.000;F;251;19,90421;4,291188;261
2021-08-21 00:00:00.000;S;146;21,13208;4,716981;265
2021-08-20 00:00:00.000;L;171;33,77491;9,062731;271
2021-08-19 00:00:00.000;L;171;32,12915;7,490775;271
2021-08-18 00:00:00.000;L;171;31,81181;7,236162;271
2021-08-17 00:00:00.000;L;171;33,84133;8,180812;271
2021-08-16 00:00:00.000;F;149;22,0709;4,876866;268
2021-08-15 00:00:00.000;F;255;19,57303;5,685393;267
2021-08-14 00:00:00.000;S;143;20,1583;4,513514;259
2021-08-13 00:00:00.000;L;171;33,38745;7,933579;271
2021-08-12 00:00:00.000;L;171;32,98893;7,715867;271
2021-08-11 00:00:00.000;L;171;32,3558;7,47191;267
2021-08-10 00:00:00.000;L;171;32,32841;7,332103;271
2021-08-09 00:00:00.000;L;183;34,85768;7,707865;267
2021-08-08 00:00:00.000;F;246;19,23247;6,073801;271
2021-08-07 00:00:00.000;S;155;21,94506;5,545787;273
2021-08-06 00:00:00.000;L;171;35,17216;8,59707;273
2021-08-05 00:00:00.000;L;183;33,72527;7,355311;273
2021-08-04 00:00:00.000;L;183;34,23809;7,512821;273
2021-08-03 00:00:00.000;L;171;34,88931;7,931298;262
2021-08-02 00:00:00.000;L;171;38,65942;9,858696;276
2021-08-01 00:00:00.000;F;256;19,6337;4,336997;273
2021-07-31 00:00:00.000;S;146;24,51673;5,193308;269
2021-07-30 00:00:00.000;L;173;38,55797;10,46014;276
2021-07-29 00:00:00.000;L;172;38,60145;9,289855;276
2021-07-28 00:00:00.000;L;171;38,87319;9,478261;276
2021-07-27 00:00:00.000;L;183;37,49817;8,776557;273
2021-07-26 00:00:00.000;L;171;38,8917;9,469314;277
2021-07-25 00:00:00.000;F;258;20,63899;5,812274;277
2021-07-24 00:00:00.000;S;143;21,61011;4,725632;277
2021-07-23 00:00:00.000;L;171;41,01805;11,70397;277
2021-07-22 00:00:00.000;L;171;39,13919;9,703297;273
2021-07-21 00:00:00.000;L;171;38,65343;10,03971;277
2021-07-20 00:00:00.000;L;171;39,53791;9,68953;277
2021-07-19 00:00:00.000;L;171;40,35018;10,13357;277
2021-07-18 00:00:00.000;F;251;20,45126;4,534296;277
2021-07-17 00:00:00.000;S;145;22,68953;4,949459;277
2021-07-16 00:00:00.000;L;171;43,88087;13,16245;277
2021-07-15 00:00:00.000;L;171;40,64;12,66545;275
2021-07-14 00:00:00.000;L;171;41,90253;10,31047;277
2021-07-13 00:00:00.000;L;171;41,45745;10,40425;282
2021-07-12 00:00:00.000;L;171;41,39785;10,51254;279
2021-07-11 00:00:00.000;F;248;20,8913;4,73913;276
2021-07-10 00:00:00.000;S;146;23,73913;5,221014;276
2021-07-09 00:00:00.000;L;171;45,44404;14,18051;277
2021-07-08 00:00:00.000;L;171;42,88727;10,97455;275
2021-07-07 00:00:00.000;L;171;42,21583;11,43165;278
2021-07-06 00:00:00.000;L;171;42,6787;11,0361;277
2021-07-05 00:00:00.000;L;171;43,66914;11,50186;269
2021-07-04 00:00:00.000;F;248;24,01961;5,509804;255
2021-07-03 00:00:00.000;S;152;27,3463;6,124514;257
2021-07-02 00:00:00.000;L;171;46,75581;15,91085;258
2021-07-01 00:00:00.000;L;171;45,62548;13,55598;259
2021-06-30 00:00:00.000;L;171;45,59459;13,27799;259
2021-06-29 00:00:00.000;L;171;47,18327;12,46215;251
2021-06-28 00:00:00.000;L;171;46,24303;12,47012;251
2021-06-27 00:00:00.000;F;248;27,41036;6,876494;251
2021-06-26 00:00:00.000;S;143;28,67331;7,095617;251
2021-06-25 00:00:00.000;L;171;47,78138;16,7247;247
2021-06-24 00:00:00.000;L;171;46,98805;13,29084;251
2021-06-23 00:00:00.000;L;171;46,69323;14,39841;251
2021-06-22 00:00:00.000;L;171;46,09163;13,12749;251
2021-06-21 00:00:00.000;L;171;47,04781;14,12749;251
2021-06-20 00:00:00.000;F;166;26,03586;6,011952;251
2021-06-19 00:00:00.000;S;167;30,6917;7,347826;253
2021-06-18 00:00:00.000;L;171;47,10277;18,13439;253
2021-06-17 00:00:00.000;L;96;45,50403;13,79032;248
2021-06-16 00:00:00.000;L;94;47,93145;14,18145;248
2021-06-15 00:00:00.000;L;171;48,36032;14,06073;247
2021-06-14 00:00:00.000;L;171;48,01316;13,22368;228
2021-06-13 00:00:00.000;F;246;25,64198;6,522634;243
2021-06-12 00:00:00.000;S;143;29,17284;6,530864;243
2021-06-11 00:00:00.000;L;171;47,84774;17,32922;243
2021-06-10 00:00:00.000;L;171;48,36402;14,76569;239
2021-06-09 00:00:00.000;L;171;47,38334;13,57083;240
2021-06-08 00:00:00.000;L;171;47,57322;13,27615;239
2021-06-07 00:00:00.000;L;171;46,67364;13,72385;239
2021-06-06 00:00:00.000;F;243;24,893;6,135802;243
2021-06-05 00:00:00.000;S;149;27,25926;6,26749;243
2021-06-04 00:00:00.000;L;171;46,36626;13,64609;243
2021-06-03 00:00:00.000;F;143;25,93827;5,855967;243
2021-06-02 00:00:00.000;L;171;47,93415;14,21399;243
2021-06-01 00:00:00.000;L;171;47,39516;13,50806;248
2021-05-31 00:00:00.000;L;171;47,47178;12,43548;248
2021-05-30 00:00:00.000;F;245;24,28226;6,133065;248
2021-05-29 00:00:00.000;S;163;30,45161;6,580645;248
2021-05-28 00:00:00.000;L;171;49,25;16,02822;248
2021-05-27 00:00:00.000;L;171;47,696;14,656;250
2021-05-26 00:00:00.000;L;171;47,5737;12,49004;251
2021-05-25 00:00:00.000;L;96;45,66135;13,62948;251
2021-05-24 00:00:00.000;L;94;45,83665;13,09562;251
2021-05-23 00:00:00.000;F;245;26,84064;7,565737;251
2021-05-22 00:00:00.000;S;167;29,424;6,712;250
2021-05-21 00:00:00.000;L;171;48,86454;16,17928;251
2021-05-20 00:00:00.000;L;171;45,85658;13,21514;251
2021-05-19 00:00:00.000;L;171;46,50813;12,21138;246
2021-05-18 00:00:00.000;L;171;46,432;13,184;250
2021-05-17 00:00:00.000;L;171;45,96414;13,5259;251
2021-05-16 00:00:00.000;F;255;23,85141;5,48996;249
2021-05-15 00:00:00.000;S;161;30,4;7,344;250
2021-05-14 00:00:00.000;L;171;49,68;15,756;250
2021-05-13 00:00:00.000;L;172;46,31048;13,08871;248
2021-05-12 00:00:00.000;L;94;44,6129;14,81048;248
2021-05-11 00:00:00.000;L;96;46,06882;13,47368;247
2021-05-10 00:00:00.000;L;172;45,8247;15,3506;251
2021-05-09 00:00:00.000;F;165;24,46087;6,073913;230
2021-05-08 00:00:00.000;S;165;31,48085;7,408511;235
2021-05-07 00:00:00.000;L;176;48,63265;16,64082;245
2021-05-06 00:00:00.000;L;171;48,04566;13,40639;219
2021-05-05 00:00:00.000;L;171;47,00797;12,43825;251
2021-05-04 00:00:00.000;L;171;45,98785;12,51012;247
2021-05-03 00:00:00.000;L;94;46,83806;13,63563;247
2021-05-02 00:00:00.000;F;164;30,96296;7,185185;243
2021-05-01 00:00:00.000;F;164;28,44747;6,92607;257
2021-04-30 00:00:00.000;L;171;46,96552;14,8659;261
2021-04-29 00:00:00.000;L;96;44,23346;13,15175;257
2021-04-28 00:00:00.000;L;171;45,74708;13,59533;257
2021-04-27 00:00:00.000;L;173;44,91339;14,50394;254
2021-04-26 00:00:00.000;L;96;44,584;12,784;250
2021-04-25 00:00:00.000;F;243;22,2749;4,860558;251
2021-04-24 00:00:00.000;S;165;32,84524;8,071428;252
2021-04-23 00:00:00.000;L;171;46,53175;14;252
2021-04-22 00:00:00.000;L;171;45,33858;13,67717;254
2021-04-21 00:00:00.000;F;164;28,15234;6,234375;256
2021-04-20 00:00:00.000;L;171;46,37354;13,56031;257
2021-04-19 00:00:00.000;L;171;45,41634;11,98833;257
2021-04-18 00:00:00.000;F;161;25,18288;5,431907;257
2021-04-17 00:00:00.000;S;165;33,03502;8,579766;257
2021-04-16 00:00:00.000;L;171;47,55731;14,78261;253
2021-04-15 00:00:00.000;L;96;45,11554;13,57769;251
2021-04-14 00:00:00.000;L;171;44,8247;12,70518;251
2021-04-13 00:00:00.000;L;95;45,456;12,076;250
2021-04-12 00:00:00.000;L;171;44,992;12,544;250
2021-04-11 00:00:00.000;F;168;23,28;5,096;250
2021-04-10 00:00:00.000;S;171;32,43825;7,358566;251
2021-04-09 00:00:00.000;L;173;46,52988;16,1992;251
2021-04-08 00:00:00.000;L;171;44,93626;12,33068;251
2021-04-07 00:00:00.000;L;173;44,73307;12,14343;251
2021-04-06 00:00:00.000;L;96;44,58964;13,15139;251
2021-04-05 00:00:00.000;L;171;45,0757;11,5259;251
2021-04-04 00:00:00.000;F;168;23,42742;5,100806;248
2021-04-03 00:00:00.000;S;162;31,19758;7,112903;248
2021-04-02 00:00:00.000;F;161;25,47178;5,887097;248
2021-04-01 00:00:00.000;F;164;26,97581;6,092742;248
2021-03-31 00:00:00.000;L;174;43,07661;16,27822;248
2021-03-30 00:00:00.000;L;171;43,79184;11,82449;245
2021-03-29 00:00:00.000;L;172;42,69796;11,84082;245
2021-03-28 00:00:00.000;F;163;26,33061;5,828571;245
2021-03-27 00:00:00.000;S;161;33,02041;7,665306;245
2021-03-26 00:00:00.000;L;173;46,73878;17,02449;245
2021-03-25 00:00:00.000;L;173;45,65126;15,18067;238
2021-03-24 00:00:00.000;L;173;44,86134;13,77731;238
2021-03-23 00:00:00.000;L;173;45,72269;12,2605;238
2021-03-22 00:00:00.000;L;171;44,44118;12,03782;238
2021-03-21 00:00:00.000;F;162;25,46218;5,861344;238
2021-03-20 00:00:00.000;S;167;33,57143;9,138656;238
2021-03-19 00:00:00.000;L;172;47,06222;15,93333;225
2021-03-18 00:00:00.000;L;173;45,04564;14,48133;241
2021-03-17 00:00:00.000;L;171;43,43404;13,57021;235
2021-03-16 00:00:00.000;L;173;44,92083;12,2;240
2021-03-15 00:00:00.000;L;171;45,45417;12,06667;240
2021-03-14 00:00:00.000;F;165;27,58506;7,576764;241
2021-03-13 00:00:00.000;S;165;35,43983;9,3361;241
2021-03-12 00:00:00.000;L;171;47,15833;14,84167;240
2021-03-11 00:00:00.000;L;173;45,09959;12,73444;241
2021-03-10 00:00:00.000;L;176;45,24481;12,51037;241
2021-03-09 00:00:00.000;L;95;44,45228;13,16598;241
2021-03-08 00:00:00.000;L;95;45,84034;13,65966;238
2021-03-07 00:00:00.000;F;167;22,98723;4,770213;235
2021-03-06 00:00:00.000;S;171;34,06303;7,94958;238
2021-03-05 00:00:00.000;L;173;46,0042;16,46218;238
2021-03-04 00:00:00.000;L;95;45,4874;13,15126;238
2021-03-03 00:00:00.000;L;95;45,51724;13,77155;232
2021-03-02 00:00:00.000;L;173;45,57759;12,82328;232
2021-03-01 00:00:00.000;F;158;26,9569;5,892241;232
2021-02-28 00:00:00.000;F;165;26,26407;6,229437;231
2021-02-27 00:00:00.000;S;168;34,0431;8,362069;232
2021-02-26 00:00:00.000;L;171;45,42035;13,0354;226
2021-02-25 00:00:00.000;L;171;45,09052;12,04741;232
2021-02-24 00:00:00.000;L;176;45,9083;11,76419;229
2021-02-23 00:00:00.000;L;173;46,17031;12,39301;229
2021-02-22 00:00:00.000;L;171;44,67249;11,13537;229
2021-02-21 00:00:00.000;F;165;18,42731;3,770925;227
2021-02-20 00:00:00.000;S;166;33,20176;7,714912;228
2021-02-19 00:00:00.000;L;173;46,86842;15,63597;228
2021-02-18 00:00:00.000;L;95;47,21171;12,93694;222
2021-02-17 00:00:00.000;L;173;45,21198;12,45622;217
2021-02-16 00:00:00.000;L;93;45,43243;12,06306;222
2021-02-15 00:00:00.000;L;95;45,95023;12,77376;221
2021-02-14 00:00:00.000;F;164;24,44595;5,288288;222
2021-02-13 00:00:00.000;S;173;30,17117;6,490991;222
2021-02-12 00:00:00.000;L;173;48,83784;15,67117;222
2021-02-11 00:00:00.000;L;94;44,74312;11,37615;218
2021-02-10 00:00:00.000;L;95;46,07798;14,76606;218
2021-02-09 00:00:00.000;L;95;45,1814;11,75349;215
2021-02-08 00:00:00.000;L;95;45,87671;13,50685;219
2021-02-07 00:00:00.000;F;167;18,28636;4,490909;220
2021-02-06 00:00:00.000;S;172;24,27;4,975;200
2021-02-05 00:00:00.000;L;96;45,87273;11,50455;220
2021-02-04 00:00:00.000;L;95;46,05963;12,36697;218
2021-02-03 00:00:00.000;L;95;45,59821;11,66518;224
2021-02-02 00:00:00.000;L;96;45,60268;12,09375;224
2021-02-01 00:00:00.000;L;95;44,76889;13,19556;225
2021-01-31 00:00:00.000;F;171;15,29864;2,864253;221
2021-01-30 00:00:00.000;S;165;24,16518;5,441964;224
2021-01-29 00:00:00.000;L;173;45,32735;12,90135;223
2021-01-28 00:00:00.000;L;95;44,91964;11,57143;224
2021-01-27 00:00:00.000;L;95;45,53363;13,69955;223
2021-01-26 00:00:00.000;L;95;45,90179;12,15179;224
2021-01-25 00:00:00.000;L;95;45,64602;13,72566;226
2021-01-23 00:00:00.000;S;171;27,65929;6,013274;226
2021-01-22 00:00:00.000;L;173;47,73451;14,23451;226
2021-01-21 00:00:00.000;L;95;48,84211;13,15311;209
2021-01-20 00:00:00.000;L;96;44,95774;15,18779;213
2021-01-19 00:00:00.000;L;95;46,31925;12,83568;213
2021-01-18 00:00:00.000;L;95;47,74519;12,5;208
2021-01-17 00:00:00.000;F;165;21,4434;4,90566;212
2021-01-16 00:00:00.000;S;171;33,63507;8,639811;211
2021-01-15 00:00:00.000;L;176;48,91388;17,57895;209
2021-01-14 00:00:00.000;L;176;45,57547;12,5;212
2021-01-13 00:00:00.000;L;176;47,31633;13,02041;196
2021-01-12 00:00:00.000;L;95;47,13527;13,14976;207
2021-01-11 00:00:00.000;L;177;46,43939;13,98485;198
2021-01-10 00:00:00.000;F;164;21,86385;4,43662;213
2021-01-09 00:00:00.000;S;165;32,14151;8,363208;212
2021-01-08 00:00:00.000;L;173;44,48958;16,92708;192
2021-01-07 00:00:00.000;L;171;40,34123;10,00948;211
2021-01-06 00:00:00.000;F;164;26,49296;5,882629;213
2021-01-05 00:00:00.000;L;173;44,18779;11,86385;213
2021-01-04 00:00:00.000;L;173;42,37736;11,78774;212
2021-01-03 00:00:00.000;F;165;29,62857;7,205714;175
2021-01-02 00:00:00.000;S;163;33,13679;8,216981;212
2021-01-01 00:00:00.000;F;17;24,87151;4,905028;179
